Compound Name,FileName,Variety,Component RT,Peak,tR_best,m/z,Intensity,norm_name,is_aroma,Aroma Description
"Butanal, 3-methyl-",NADINE.csv,NADINE,2.88321666666667,32,2.895,44,3720240.9570400296,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,NADINE.csv,NADINE,5.28813920860569,89,5.289,56,733736.38012794,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,NADINE.csv,NADINE,9.33955052979494,166,9.348,76,40332.57615011516,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,NADINE.csv,NADINE,9.54221666666667,172,9.542,79,129759.7548436308,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,NADINE.csv,NADINE,10.2110166666667,196,10.218,43,1069180.442876039,octanal,True,"Citrus, fruity, green"
Nonanal,NADINE.csv,NADINE,12.092,253,12.102,57,7266047.419222085,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,NADINE.csv,NADINE,13.7221833333333,301,13.732,57,1735929.620263972,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,NADINE.csv,NADINE,16.37485,387,16.385,57,921547.0028438346,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Acetophenone,NADINE.csv,NADINE,19.3233166666667,484,19.314,57,36983.56446780629,acetophenone,True,"Floral, sweet, almond-like"
"2-Propanone, 1-methoxy-",NOBLESSE.csv,NOBLESSE,2.16661666666667,9,2.157,56,31276.856417101462,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",NOBLESSE.csv,NOBLESSE,2.88363333333333,32,2.895,44,1382094.236128647,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,NOBLESSE.csv,NOBLESSE,5.28551666666667,89,5.289,56,620562.792152475,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,NOBLESSE.csv,NOBLESSE,9.33365,165,9.322,85,3146.558249335113,benzaldehyde,True,"Almond, cherry, sweet"
Octanal,NOBLESSE.csv,NOBLESSE,10.2114333333333,196,10.218,43,1066961.0253846291,octanal,True,"Citrus, fruity, green"
Hexanol,NOBLESSE.csv,NOBLESSE,10.7258833333333,210,10.731,70,381003.0973338185,hexanol,True,"Green, grassy, herbaceous"
Nonanal,NOBLESSE.csv,NOBLESSE,12.0924166666667,253,12.102,57,8868482.24100458,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,NOBLESSE.csv,NOBLESSE,13.7193833333333,301,13.732,57,1330184.6171562748,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,NOBLESSE.csv,NOBLESSE,16.3752666666667,387,16.385,57,816161.0547897278,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Acetophenone,NOBLESSE.csv,NOBLESSE,19.32375,484,19.314,57,32052.70543710654,acetophenone,True,"Floral, sweet, almond-like"
"2-Propanone, 1-methoxy-",IVORY RUSSET.csv,IVORY RUSSET,2.17305,10,2.183,45,9585053.451720811,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",IVORY RUSSET.csv,IVORY RUSSET,2.88686666666667,32,2.895,44,1208694.0430742954,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Pentanal,IVORY RUSSET.csv,IVORY RUSSET,3.30163333333333,46,3.315,44,1589634.4973101672,pentanal,True,"Fatty, green, pungent"
"Butanal, 3-methyl-",IVORY RUSSET.csv,IVORY RUSSET,3.36273333333333,47,3.38,81,699610.8822902672,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,IVORY RUSSET.csv,IVORY RUSSET,5.2823,89,5.289,56,8123383.677937783,hexanal,True,"Green, grassy, fresh-cut potato"
Heptanal,IVORY RUSSET.csv,IVORY RUSSET,7.94461666666667,131,7.933,56,31987.931121600406,heptanal,True,"Fatty, citrus-like, slightly green"
Benzaldehyde,IVORY RUSSET.csv,IVORY RUSSET,9.32721666666667,165,9.322,85,18192.2546185771,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,IVORY RUSSET.csv,IVORY RUSSET,9.53943333333333,172,9.542,79,147639.83598274284,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Hexanol,IVORY RUSSET.csv,IVORY RUSSET,9.75271782617284,179,9.751,43,78965.42430599115,hexanol,True,"Green, grassy, herbaceous"
Octanal,IVORY RUSSET.csv,IVORY RUSSET,10.2114333333333,196,10.218,43,2474396.617094948,octanal,True,"Citrus, fruity, green"
Hexanol,IVORY RUSSET.csv,IVORY RUSSET,10.71625,210,10.731,70,1447609.1226045827,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,IVORY RUSSET.csv,IVORY RUSSET,11.4654333333333,234,11.478,105,1420891.6857588352,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,IVORY RUSSET.csv,IVORY RUSSET,12.0924166666667,253,12.102,57,14010000.941576358,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,IVORY RUSSET.csv,IVORY RUSSET,13.7193833333333,301,13.732,57,4284247.987855595,decanal,True,"Citrus, fatty, waxy, potato-like"
"2-Propanone, 1-methoxy-",IVORY RUSSET.csv,IVORY RUSSET,14.2820833333333,318,14.288,45,1052480.0295647774,2propanone1methoxy,True,"Solvent, ether-like"
"2-Propanone, 1-methoxy-",IVORY RUSSET.csv,IVORY RUSSET,14.3512746657312,320,14.343,71,294720.7256842873,2propanone1methoxy,True,"Solvent, ether-like"
Methyl butanoate,IVORY RUSSET.csv,IVORY RUSSET,15.5071333333333,358,15.494,87,899748.6819434984,methylbutanoate,True,"Apple, fruity, sweet"
Tetramethylpyrazine,IVORY RUSSET.csv,IVORY RUSSET,16.3752666666667,387,16.385,57,3524737.851942286,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Methyl butanoate,IVORY RUSSET.csv,IVORY RUSSET,17.1759,415,17.185,57,773063.8355346026,methylbutanoate,True,"Apple, fruity, sweet"
Acetophenone,IVORY RUSSET.csv,IVORY RUSSET,19.3301833333333,485,19.336,181,1569934.387252721,acetophenone,True,"Floral, sweet, almond-like"
3-Octanone,IVORY RUSSET.csv,IVORY RUSSET,20.89285,538,20.887,150,178578.86782709623,3octanone,True,"Mushroom, earthy, fatty"
"2-Propanone, 1-methoxy-",SABABA.csv,SABABA,2.16983333333333,9,2.157,56,138054.58990845564,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",SABABA.csv,SABABA,2.88365,32,2.895,44,1555186.559796413,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Pentanal,SABABA.csv,SABABA,3.30165,46,3.315,44,1437166.2505308727,pentanal,True,"Fatty, green, pungent"
"Butanal, 3-methyl-",SABABA.csv,SABABA,3.36595,47,3.38,81,638747.8510072951,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,SABABA.csv,SABABA,5.27908333333333,89,5.289,56,6872060.894509628,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,SABABA.csv,SABABA,9.33582745102529,166,9.348,76,68128.44240386283,benzaldehyde,True,"Almond, cherry, sweet"
Octanal,SABABA.csv,SABABA,10.2082333333333,196,10.218,43,1427867.796942152,octanal,True,"Citrus, fruity, green"
Nonanal,SABABA.csv,SABABA,12.0924166666667,253,12.102,57,10113278.539600909,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,SABABA.csv,SABABA,13.6100666666667,298,13.616,57,882896.8583440839,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,SABABA.csv,SABABA,13.7194,301,13.732,57,2196401.338085216,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,SABABA.csv,SABABA,15.0537666666667,344,15.06,57,700002.3729386464,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,SABABA.csv,SABABA,16.3752833333333,387,16.385,57,2703516.3058418366,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Acetophenone,SABABA.csv,SABABA,19.32375,484,19.314,57,54412.92054503135,acetophenone,True,"Floral, sweet, almond-like"
3-Octanone,SABABA.csv,SABABA,20.89285,538,20.887,150,80592.32700151142,3octanone,True,"Mushroom, earthy, fatty"
"2-Propanone, 1-methoxy-",SALINERO.csv,SALINERO,2.16653333333333,9,2.157,56,40398.30976101246,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",SALINERO.csv,SALINERO,2.88356666666667,32,2.895,44,2122744.4514558064,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,SALINERO.csv,SALINERO,9.33356666666667,165,9.322,85,4199.518407715061,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,SALINERO.csv,SALINERO,9.54256666666667,172,9.542,79,107810.97007390569,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,SALINERO.csv,SALINERO,10.21135,196,10.218,43,1174139.5661960288,octanal,True,"Citrus, fruity, green"
Nonanal,SALINERO.csv,SALINERO,12.0923333333333,253,12.102,57,8794824.648670826,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,SALINERO.csv,SALINERO,13.7225166666667,301,13.732,57,1430422.2805140095,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,SALINERO.csv,SALINERO,16.3751833333333,387,16.385,57,754667.7636210565,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Acetophenone,SALINERO.csv,SALINERO,19.3236666666667,484,19.314,57,31010.506756314626,acetophenone,True,"Floral, sweet, almond-like"
"2-Propanone, 1-methoxy-",SPUNTA.csv,SPUNTA,2.16658333333333,9,2.157,56,54670.460198902256,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",SPUNTA.csv,SPUNTA,2.88681666666667,32,2.895,44,1713169.8246905794,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Pentanal,SPUNTA.csv,SPUNTA,3.30481666666667,46,3.315,44,793640.3757756553,pentanal,True,"Fatty, green, pungent"
Benzaldehyde,SPUNTA.csv,SPUNTA,9.34044009493064,166,9.348,76,52196.37203108409,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,SPUNTA.csv,SPUNTA,9.5426,172,9.542,79,72420.22141900948,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,SPUNTA.csv,SPUNTA,10.2114,196,10.218,43,1284557.7525583934,octanal,True,"Citrus, fruity, green"
Nonanal,SPUNTA.csv,SPUNTA,12.0923833333333,253,12.102,57,9113588.698493823,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,SPUNTA.csv,SPUNTA,13.6100333333333,298,13.616,57,908223.8919658004,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,SPUNTA.csv,SPUNTA,13.71935,301,13.732,57,2153528.576022128,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,SPUNTA.csv,SPUNTA,16.3752333333333,387,16.385,57,2701419.841968331,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Acetophenone,SPUNTA.csv,SPUNTA,19.3237166666667,484,19.314,57,55550.712624886735,acetophenone,True,"Floral, sweet, almond-like"
3-Octanone,SPUNTA.csv,SPUNTA,20.8928,538,20.887,150,47379.93415375832,3octanone,True,"Mushroom, earthy, fatty"
"Butanal, 3-methyl-",ALOUETTE.csv,ALOUETTE,2.89641666666667,32,2.895,44,3230070.424135656,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
"Butanal, 3-methyl-",ALOUETTE.csv,ALOUETTE,5.0089,81,5.006,55,357776.2505563318,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,ALOUETTE.csv,ALOUETTE,9.33355,165,9.322,85,55187.57530871618,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,ALOUETTE.csv,ALOUETTE,9.75454269024723,179,9.751,43,307662.91382791114,hexanol,True,"Green, grassy, herbaceous"
Octanal,ALOUETTE.csv,ALOUETTE,10.2145666666667,196,10.218,43,1911090.1189944989,octanal,True,"Citrus, fruity, green"
Hexanol,ALOUETTE.csv,ALOUETTE,10.7290166666667,210,10.731,70,2262581.9715935187,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,ALOUETTE.csv,ALOUETTE,11.4717666666667,234,11.478,105,2284538.933483253,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,ALOUETTE.csv,ALOUETTE,12.1019666666667,253,12.102,57,12108987.480927965,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,ALOUETTE.csv,ALOUETTE,13.72895,301,13.732,57,4251331.353206735,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,ALOUETTE.csv,ALOUETTE,16.5263,391,16.533,57,2421639.375466582,decanal,True,"Citrus, fatty, waxy, potato-like"
Methyl butanoate,ALOUETTE.csv,ALOUETTE,17.18545,415,17.185,57,815706.9280808957,methylbutanoate,True,"Apple, fruity, sweet"
Acetophenone,ALOUETTE.csv,ALOUETTE,19.3365166666667,485,19.336,181,1621039.3318188076,acetophenone,True,"Floral, sweet, almond-like"
Benzeneacetaldehyde,ALOUETTE.csv,ALOUETTE,22.0727833333333,581,22.076,178,758227.5423023455,benzeneacetaldehyde,True,"Honey, floral, sweet"
Hexanoic acid,ALOUETTE.csv,ALOUETTE,22.1338833333333,582,22.134,105,3671582.211235325,hexanoicacid,True,"Fatty, sweaty, rancid"
Benzyl alcohol,ATLANTIC.csv,ATLANTIC,2.16991666666667,9,2.157,56,102038.10623230592,benzylalcohol,True,"Floral, sweet, mild"
Benzaldehyde,ATLANTIC.csv,ATLANTIC,2.9816254554346,35,2.98,78,7110061.027792764,benzaldehyde,True,"Almond, cherry, sweet"
Benzaldehyde,ATLANTIC.csv,ATLANTIC,9.33371666666667,165,9.322,85,9961.905020214264,benzaldehyde,True,"Almond, cherry, sweet"
Octanal,ATLANTIC.csv,ATLANTIC,10.2147333333333,196,10.218,43,1236641.2794773383,octanal,True,"Citrus, fruity, green"
Acetophenone,ATLANTIC.csv,ATLANTIC,11.4757993038527,234,11.478,105,1424626.707800239,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,ATLANTIC.csv,ATLANTIC,12.0989333333333,253,12.102,57,9661325.393514449,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,ATLANTIC.csv,ATLANTIC,13.6197833333333,298,13.616,57,1758364.4535294122,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,ATLANTIC.csv,ATLANTIC,13.7291166666667,301,13.732,57,2351167.3529487066,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,ATLANTIC.csv,ATLANTIC,15.0602666666667,344,15.06,57,1831081.9167081737,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,ATLANTIC.csv,ATLANTIC,16.3817833333333,387,16.385,57,5005714.997813786,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
1-Nonanol,ATLANTIC.csv,ATLANTIC,18.6871833333333,464,18.697,83,929638.439754412,1nonanol,True,"Waxy, floral, oily"
Acetophenone,ATLANTIC.csv,ATLANTIC,19.32705,485,19.336,181,260888.09425026207,acetophenone,True,"Floral, sweet, almond-like"
"Butanal, 3-methyl-",BERBER.csv,BERBER,2.89316968764975,32,2.895,44,2227345.0829441524,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,BERBER.csv,BERBER,5.28923899113504,89,5.289,56,2760825.7782216542,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,BERBER.csv,BERBER,9.33041666666667,165,9.322,85,19222.43592535301,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,BERBER.csv,BERBER,9.75163333333333,179,9.751,43,254430.05730183757,hexanol,True,"Green, grassy, herbaceous"
Octanal,BERBER.csv,BERBER,10.21785,196,10.218,43,1671639.8958774875,octanal,True,"Citrus, fruity, green"
Acetophenone,BERBER.csv,BERBER,11.4718333333333,234,11.478,105,2392466.491138284,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,BERBER.csv,BERBER,12.10205,253,12.102,57,10766781.457544154,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,BERBER.csv,BERBER,13.6197,298,13.616,57,1122214.4419567226,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,BERBER.csv,BERBER,13.7290166666667,301,13.732,57,3426064.7541408907,decanal,True,"Citrus, fatty, waxy, potato-like"
"2-Propanone, 1-methoxy-",BERBER.csv,BERBER,14.2917,318,14.288,45,512115.5132065994,2propanone1methoxy,True,"Solvent, ether-like"
"2-Propanone, 1-methoxy-",BERBER.csv,BERBER,14.3616722442682,321,14.369,59,5305328.469483859,2propanone1methoxy,True,"Solvent, ether-like"
Methyl butanoate,BERBER.csv,BERBER,15.5135333333333,359,15.523,129,850770.3641283402,methylbutanoate,True,"Apple, fruity, sweet"
Tetramethylpyrazine,BERBER.csv,BERBER,16.3816833333333,387,16.385,57,4591641.917087216,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Methyl butanoate,BERBER.csv,BERBER,17.1823166666667,415,17.185,57,485469.1350250784,methylbutanoate,True,"Apple, fruity, sweet"
Octanoic acid,BERBER.csv,BERBER,18.3141166666667,451,18.308,83,1500342.2028225998,octanoicacid,True,"Fatty, soapy, rancid"
Acetophenone,BERBER.csv,BERBER,19.3301666666667,485,19.336,181,924166.9224351736,acetophenone,True,"Floral, sweet, almond-like"
"Butanal, 3-methyl-",BLUE STAR.csv,BLUE STAR,2.89321666666667,32,2.895,44,4934802.185150661,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,BLUE STAR.csv,BLUE STAR,9.33036666666667,165,9.322,85,26960.67373130779,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,BLUE STAR.csv,BLUE STAR,9.54578333333333,172,9.542,79,209399.2543089761,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Hexanol,BLUE STAR.csv,BLUE STAR,9.75156666666667,179,9.751,43,292317.52366105525,hexanol,True,"Green, grassy, herbaceous"
Octanal,BLUE STAR.csv,BLUE STAR,10.2145833333333,196,10.218,43,1657700.7280793637,octanal,True,"Citrus, fruity, green"
Hexanol,BLUE STAR.csv,BLUE STAR,10.7290333333333,210,10.731,70,793413.8571585527,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,BLUE STAR.csv,BLUE STAR,11.4717833333333,234,11.478,105,2004214.1921222887,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,BLUE STAR.csv,BLUE STAR,12.102,253,12.102,57,10582211.294554608,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,BLUE STAR.csv,BLUE STAR,13.7289666666667,301,13.732,57,3200186.8218328604,decanal,True,"Citrus, fatty, waxy, potato-like"
Methyl butanoate,BLUE STAR.csv,BLUE STAR,17.18225,415,17.185,57,375515.8401866849,methylbutanoate,True,"Apple, fruity, sweet"
Acetophenone,BLUE STAR.csv,BLUE STAR,19.3301166666667,485,19.336,181,667559.600583125,acetophenone,True,"Floral, sweet, almond-like"
"2-Propanone, 1-methoxy-",CARLITA.csv,CARLITA,2.17429355580737,10,2.183,45,5301133.360097358,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",CARLITA.csv,CARLITA,2.89008333333333,32,2.895,44,2208259.42777528,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,CARLITA.csv,CARLITA,9.33043333333333,165,9.322,85,17062.065575972432,benzaldehyde,True,"Almond, cherry, sweet"
Octanal,CARLITA.csv,CARLITA,10.21465,196,10.218,43,1627330.360725314,octanal,True,"Citrus, fruity, green"
Hexanol,CARLITA.csv,CARLITA,10.7323333333333,210,10.731,70,528045.2736829434,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,CARLITA.csv,CARLITA,11.47185,234,11.478,105,1624991.735722724,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,CARLITA.csv,CARLITA,12.09885,253,12.102,57,8434239.480247082,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,CARLITA.csv,CARLITA,13.7290333333333,301,13.732,57,4097670.366972609,decanal,True,"Citrus, fatty, waxy, potato-like"
Ethyl pentanoate,CARLITA.csv,CARLITA,18.8350166666667,468,18.822,65,1851530.145450646,ethylpentanoate,True,"Fruity, sweet"
Acetophenone,CARLITA.csv,CARLITA,19.3301833333333,485,19.336,181,312595.208679715,acetophenone,True,"Floral, sweet, almond-like"
Hexanoic acid,CARLITA.csv,CARLITA,22.1404,582,22.134,105,1474073.10438475,hexanoicacid,True,"Fatty, sweaty, rancid"
"Butanal, 3-methyl-",CHALLENGER.csv,CHALLENGER,2.89015,32,2.895,44,2309920.6647367454,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,CHALLENGER.csv,CHALLENGER,9.3305,165,9.322,85,27071.163436789106,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,CHALLENGER.csv,CHALLENGER,9.75171666666667,179,9.751,43,279407.4469584663,hexanol,True,"Green, grassy, herbaceous"
Octanal,CHALLENGER.csv,CHALLENGER,10.2147333333333,196,10.218,43,2181077.61383834,octanal,True,"Citrus, fruity, green"
Hexanol,CHALLENGER.csv,CHALLENGER,10.7259666666667,210,10.731,70,1310337.8331282637,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,CHALLENGER.csv,CHALLENGER,11.4719333333333,234,11.478,105,1745936.743316098,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,CHALLENGER.csv,CHALLENGER,12.0989333333333,253,12.102,57,13083180.449144509,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,CHALLENGER.csv,CHALLENGER,13.7291166666667,301,13.732,57,5619306.13453314,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,CHALLENGER.csv,CHALLENGER,19.3296195430915,485,19.336,181,735223.8666548762,acetophenone,True,"Floral, sweet, almond-like"
"Butanal, 3-methyl-",CIKLAMEN.csv,CIKLAMEN,2.89972090424453,32,2.895,44,3662074.414300794,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,CIKLAMEN.csv,CIKLAMEN,9.33026666666667,165,9.322,85,15582.111187749577,benzaldehyde,True,"Almond, cherry, sweet"
Octanal,CIKLAMEN.csv,CIKLAMEN,10.2177,196,10.218,43,1679996.3027417082,octanal,True,"Citrus, fruity, green"
Acetophenone,CIKLAMEN.csv,CIKLAMEN,11.4716833333333,234,11.478,105,2146197.987301393,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,CIKLAMEN.csv,CIKLAMEN,12.1019,253,12.102,57,9578689.344662787,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Hexanoic acid,CIKLAMEN.csv,CIKLAMEN,13.20155,285,13.205,101,135321.8560684608,hexanoicacid,True,"Fatty, sweaty, rancid"
Decanal,CIKLAMEN.csv,CIKLAMEN,13.61955,298,13.616,57,1539396.1294329292,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,CIKLAMEN.csv,CIKLAMEN,13.7288666666667,301,13.732,57,3567380.047324043,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,CIKLAMEN.csv,CIKLAMEN,15.0600333333333,344,15.06,57,1360121.2869817526,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,CIKLAMEN.csv,CIKLAMEN,16.3815333333333,387,16.385,57,3526972.9841305264,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Acetophenone,CIKLAMEN.csv,CIKLAMEN,19.3268,485,19.336,181,334492.3426769986,acetophenone,True,"Floral, sweet, almond-like"
"Butanal, 3-methyl-",MONALISA.csv,MONALISA,2.89666960225317,32,2.895,44,5033743.562269565,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,MONALISA.csv,MONALISA,9.33481971374137,165,9.322,85,14921.318554685538,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,MONALISA.csv,MONALISA,9.5459,172,9.542,79,161079.02958000344,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,MONALISA.csv,MONALISA,10.2146833333333,196,10.218,43,1491042.2020826514,octanal,True,"Citrus, fruity, green"
Hexanol,MONALISA.csv,MONALISA,10.7259333333333,210,10.731,70,625870.0725918133,hexanol,True,"Green, grassy, herbaceous"
Nonanal,MONALISA.csv,MONALISA,12.0988833333333,253,12.102,57,9226739.057882808,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,MONALISA.csv,MONALISA,13.7290666666667,301,13.732,57,3468393.088128701,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,MONALISA.csv,MONALISA,19.327,485,19.336,181,263730.54219000536,acetophenone,True,"Floral, sweet, almond-like"
Hexanoic acid,MONALISA.csv,MONALISA,22.134,582,22.134,105,1701437.0324401257,hexanoicacid,True,"Fatty, sweaty, rancid"
Hexanoic acid,MONALISA.csv,MONALISA,22.4330333333333,593,22.444,57,713725.448407096,hexanoicacid,True,"Fatty, sweaty, rancid"
"Butanal, 3-methyl-",PEE WEE RUSSET.csv,PEE WEE RUSSET,2.8931,32,2.895,44,2370285.483106433,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
"Butanal, 3-methyl-",PEE WEE RUSSET.csv,PEE WEE RUSSET,5.0056,81,5.006,55,403552.70712555415,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
"Butanal, 3-methyl-",PEE WEE RUSSET.csv,PEE WEE RUSSET,5.55188702332705,92,5.552,70,931418.3704866456,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,PEE WEE RUSSET.csv,PEE WEE RUSSET,9.18555,160,9.177,111,48622.8255411282,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,PEE WEE RUSSET.csv,PEE WEE RUSSET,9.32703333333333,165,9.322,85,48903.70361961183,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,PEE WEE RUSSET.csv,PEE WEE RUSSET,9.75113386451404,179,9.751,43,279553.54693196545,hexanol,True,"Green, grassy, herbaceous"
Hexanol,PEE WEE RUSSET.csv,PEE WEE RUSSET,10.7417833333333,210,10.731,70,2192660.9524969007,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,PEE WEE RUSSET.csv,PEE WEE RUSSET,11.46845,234,11.478,105,1941248.4739511823,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,PEE WEE RUSSET.csv,PEE WEE RUSSET,12.0986666666667,253,12.102,57,12129791.166698445,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,PEE WEE RUSSET.csv,PEE WEE RUSSET,13.7256333333333,301,13.732,57,5336698.45017028,decanal,True,"Citrus, fatty, waxy, potato-like"
Methyl butanoate,PEE WEE RUSSET.csv,PEE WEE RUSSET,17.1789333333333,415,17.185,57,480531.38747602585,methylbutanoate,True,"Apple, fruity, sweet"
Acetophenone,PEE WEE RUSSET.csv,PEE WEE RUSSET,19.33,485,19.336,181,806253.1406945027,acetophenone,True,"Floral, sweet, almond-like"
Benzaldehyde,ARGOS.csv,ARGOS,9.33365,165,9.322,85,31122.84509923927,benzaldehyde,True,"Almond, cherry, sweet"
Nonanal,ARGOS.csv,ARGOS,12.09565,253,12.102,57,1119882.7322034503,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
